,Year,Company,City,State,Title,Salary Level,Area,Total Annual Compensation,Years of Experience,Years at Company,Base Salary,Stock Grant Value,Bonus,Masters Degree,Bachelors Degree,Doctorate Degree,Highschool,Some College
459,2021,Google,Sunnyvale, CA,Business Analyst,2,supply chain,275000,16,6.0,167000,75000,33000,0,1,0,0,0
460,2020,IBM,New York, NY,Business Analyst,2,Operations,170000,14,13.0,168000,0,2000,1,0,0,0,0
461,2021,Google,Mountain View, CA,Business Analyst,2,Sales Operations,240000,6,2.0,169000,46000,25000,0,0,0,0,0
462,2020,MITRE,Washington, DC,Business Analyst,2,Analytic,169000,14,2.0,169000,0,0,0,0,0,0,0
463,2020,Credit Karma,Los Angeles, CA,Business Analyst,2,Product,200000,4,1.0,170000,30000,0,0,0,0,0,0
464,2020,Facebook,Menlo Park, CA,Business Analyst,2,Analytic,230000,7,4.0,170000,30000,30000,0,1,0,0,0
465,2021,Intuit,Mountain View, CA,Business Analyst,2,Analytics,255000,9,0.0,170000,50000,35000,1,0,0,0,0
466,2021,Thumbtack,San Francisco, CA,Business Analyst,2,Analytics,240000,5,0.0,170000,70000,0,1,0,0,0,0
467,2021,PayPal,San Jose, CA,Business Analyst,2,Operations,221000,20,1.0,171000,24000,26000,1,0,0,0,0
468,2020,Affirm,San Francisco, CA,Business Analyst,2,Analytic,204000,3,0.0,174000,30000,0,1,0,0,0,0
469,2021,Affirm,San Francisco, CA,Business Analyst,2,Analytic,231000,4,0.0,174000,57000,0,1,0,0,0,0
470,2021,Facebook,Seattle, WA,Business Analyst,2,Finance,269000,12,3.0,174000,60000,35000,0,0,0,0,0
471,2021,Facebook,Menlo Park, CA,Business Analyst,2,Product,230000,3,2.0,175000,30000,27000,0,0,0,0,0
472,2020,Google,New York, NY,Business Analyst,2,Operations,265000,6,1.0,175000,60000,30000,1,0,0,0,0
473,2021,Google,San Francisco, CA,Business Analyst,2,General,245000,8,0.0,175000,45000,25000,1,0,0,0,0
474,2021,Opendoor,Dallas, TX,Business Analyst,2,"Sales, Lending",280000,20,2.0,175000,80000,25000,0,0,0,0,0
475,2020,Slack,San Francisco, CA,Business Analyst,2,Operations,350000,11,1.0,175000,150000,27000,1,0,0,0,0
476,2021,Yahoo,San Francisco, CA,Business Analyst,2,General,280000,14,9.0,176000,60000,44000,0,1,0,0,0
477,2021,Facebook,San Francisco, CA,Business Analyst,2,Operations,245000,9,3.0,179000,40000,27000,0,0,0,0,0
478,2021,Apple,Cupertino, CA,Business Analyst,2,General,320000,12,4.0,180000,100000,40000,0,1,0,0,0
479,2021,Chime,San Francisco, CA,Business Analyst,2,Product Analytics,288000,4,1.0,180000,90000,18000,0,0,0,0,0
480,2021,Facebook,Menlo Park, CA,Business Analyst,2,Analytic,240000,6,1.0,180000,33000,27000,0,1,0,0,0
481,2021,Google,San Francisco, CA,Business Analyst,2,Sales Operations,340000,7,7.0,180000,120000,40000,0,1,0,0,0
482,2021,Google,Sunnyvale, CA,Business Analyst,2,General,300000,12,6.0,180000,80000,40000,1,0,0,0,0
483,2020,Microsoft,Redmond, WA,Business Analyst,2,ML / AI,230000,17,10.0,180000,20000,30000,0,0,0,0,0
484,2020,Roku,Texas City, TX,Business Analyst,2,Data,200000,2,1.0,180000,20000,0,0,0,0,0,0
485,2020,Salesforce,Irvine, CA,Business Analyst,2,Full Stack,300000,20,6.0,180000,0,120000,1,0,0,0,0
486,2021,Square,San Francisco, CA,Business Analyst,2,Finance,240000,10,1.0,180000,50000,10000,0,1,0,0,0
487,2020,Adobe,San Jose, CA,Business Analyst,2,Data,295000,13,8.0,190000,70000,35000,0,1,0,0,0
488,2021,Google,Sunnyvale, CA,Business Analyst,2,General,360000,10,5.0,195000,120000,45000,0,0,0,0,0
489,2020,CACI,Chantilly, VA,Business Analyst,3,MBSE,204000,31,2.0,200000,0,4000,1,0,0,0,0
490,2020,Bank of America,New York, NY,Business Analyst,3,Analytic,225000,8,8.0,205000,4000,20000,1,0,0,0,0
491,2020,Goldman Sachs,New York, NY,Business Analyst,3,Analyst,210000,0,0.0,210000,0,0,0,0,0,0,0
492,2020,Google,Seattle, WA,Business Analyst,3,Analytic,500000,13,1.0,240000,200000,60000,0,0,1,0,0
493,2021,Intel,Santa Clara, CA,Business Analyst,3,Operations Finance,482000,21,21.0,244000,114000,123000,0,1,0,0,0
494,2021,Rakuten,San Mateo, CA,Business Analyst,3,General,400000,10,4.0,250000,75000,75000,1,0,0,0,0
