,Year,Company,City,State,Title,Salary Level,Area,Total Annual Compensation,Years of Experience,Years at Company,Base Salary,Stock Grant Value,Bonus,Masters Degree,Bachelors Degree,Doctorate Degree,Highschool,Some College
83,2021,Indeed,Austin, TX,Data Scientist,1,Finance,126000,5,3,93000,20000,13000,1,0,0,0,0
84,2020,Mastercard,Arlington, VA,Data Scientist,1,Data,103000,2,2,93000,0,10000,0,1,0,0,0
85,2021,Micron Technology,Boise, ID,Data Scientist,1,data engineer,104000,5,4,93000,5000,6000,0,0,0,0,0
86,2021,3M,Saint Paul, MN,Data Scientist,1,Computer Vision,100000,2,2,95000,0,5000,1,0,0,0,0
87,2020,Booking.com,Amsterdam, NH,Data Scientist,1,Data,125000,6,3,95000,20000,10000,1,0,0,0,0
88,2020,Booz Allen Hamilton,Philadelphia, PA,Data Scientist,1,ML / AI,95000,3,1,95000,0,0,0,0,0,0,0
89,2020,Charter Communications,Charlotte, NC,Data Scientist,1,Data,105000,9,5,95000,0,10000,1,0,0,0,0
90,2021,Citi,Oklahoma City, OK,Data Scientist,1,General,105000,0,0,95000,0,10000,1,0,0,0,0
91,2020,IBM,Austin, TX,Data Scientist,1,Data,95000,0,0,95000,0,0,0,0,0,0,0
92,2021,Intel,Chandler, AZ,Data Scientist,1,General,111000,6,4,95000,3000,10000,1,0,0,0,0
93,2020,JP Morgan Chase,Plano, TX,Data Scientist,1,Data,115000,6,6,95000,0,20000,1,0,0,0,0
94,2021,KPMG,New York, NY,Data Scientist,1,General,95000,2,2,95000,0,0,0,0,0,0,0
95,2020,Mastercard,New York, NY,Data Scientist,1,Data,110000,1,1,95000,5000,10000,0,0,0,0,0
96,2021,PNC,Pittsburgh, PA,Data Scientist,1,Marketing,95000,0,0,95000,0,0,0,0,1,0,0
97,2021,Point72,New York, NY,Data Scientist,1,Data,105000,1,0,95000,0,10000,1,0,0,0,0
98,2021,Southwest Airlines,Dallas, TX,Data Scientist,1,Data Scientist,105000,3,1,95000,0,10000,0,1,0,0,0
99,2021,Southwest Airlines,Dallas, TX,Data Scientist,1,Data,100000,3,1,95000,0,5000,0,1,0,0,0
100,2021,Two Sigma,Houston, TX,Data Scientist,1,General,120000,4,4,95000,0,25000,0,0,0,0,0
101,2021,Walmart,Bentonville, AR,Data Scientist,1,ML/AI,120000,5,2,95000,6000,19000,1,0,0,0,0
102,2021,Walmart,Dallas, TX,Data Scientist,1,Data Analytics,105000,5,0,95000,0,10000,1,0,0,0,0
103,2020,Walmart Labs,Bentonville, AR,Data Scientist,1,ML / AI,125000,3,1,95000,10000,20000,1,0,0,0,0
104,2020,State Farm,Atlanta, GA,Data Scientist,1,ML / AI,106000,1,1,96000,0,10000,0,0,0,0,0
105,2020,Target,Minneapolis, MN,Data Scientist,1,ML / AI,102000,4,1,96000,0,6000,1,0,0,0,0
106,2020,Zillow,Seattle, WA,Data Scientist,1,Data,101000,3,3,96000,5000,0,0,0,0,0,0
107,2019,Amazon,Seattle, WA,Data Scientist,1,ML / AI,133000,3,1,97000,16000,20000,0,0,0,0,0
108,2021,Bank of America Merrill Lynch,New York, NY,Data Scientist,1,Analytics,97000,2,1,97000,0,0,0,0,0,0,0
109,2020,Capgemini,Los Angeles, CA,Data Scientist,1,ML / AI,97000,0,0,97000,0,0,0,0,0,0,0
110,2021,Cisco,San Jose, CA,Data Scientist,1,ML/AI,115000,3,2,97000,10000,8000,0,1,0,0,0
111,2021,Deloitte,Orlando, FL,Data Scientist,1,Solution Specialist,97000,3,0,97000,0,0,1,0,0,0,0
112,2018,Indeed,New York, NY,Data Scientist,1,business intelligence,114000,2,2,97000,0,17000,0,0,0,0,0
113,2021,Amazon,Seattle, WA,Data Scientist,1,General,152000,5,4,98000,54000,0,1,0,0,0,0
114,2020,Booz Allen Hamilton,Alexandria, VA,Data Scientist,1,ML / AI,98000,4,2,98000,0,0,0,0,0,0,0
115,2021,Dell Technologies,Austin, TX,Data Scientist,1,general,106000,3,3,98000,0,8000,0,0,0,0,0
116,2020,Disney,Bristol, CT,Data Scientist,1,Data,109000,3,3,98000,6000,5000,0,0,0,0,0
117,2021,IBM,Austin, TX,Data Scientist,1,General,115000,2,2,98000,0,17000,0,1,0,0,0
118,2021,Northrop Grumman,Baltimore, MD,Data Scientist,1,General,98000,5,5,98000,0,0,0,0,0,0,0
119,2021,Walmart,Dallas, TX,Data Scientist,1,General,139000,1,1,98000,25000,16000,1,0,0,0,0
120,2019,Deloitte,Washington, DC,Data Scientist,1,Distributed Systems (Back-End),104000,4,1,99000,0,5000,0,0,0,0,0
121,2021,GE Aviation,Boston, MA,Data Scientist,1,ML,99000,6,6,99000,0,0,0,0,0,0,0
